Domain Code,Domain,Area Code (ISO3),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2008","2008","kcal/cap/d","14","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2009","2009","kcal/cap/d","14","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2010","2010","kcal/cap/d","13","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2011","2011","kcal/cap/d","24","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2012","2012","kcal/cap/d","28","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2013","2013","kcal/cap/d","21","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2014","2014","kcal/cap/d","25","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2015","2015","kcal/cap/d","25","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2016","2016","kcal/cap/d","28","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2017","2017","kcal/cap/d","28","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","29","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2019","2019","kcal/cap/d","27","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2020","2020","kcal/cap/d","24","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/cap/d","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2022","2022","kcal/cap/d","21","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2023","2023","kcal/cap/d","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/cap/d","2419","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2001","2001","kcal/cap/d","2427","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2002","2002","kcal/cap/d","2435","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2003","2003","kcal/cap/d","2442","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2004","2004","kcal/cap/d","2448","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/cap/d","2453","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2006","2006","kcal/cap/d","2456","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2007","2007","kcal/cap/d","2457","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2008","2008","kcal/cap/d","2457","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2009","2009","kcal/cap/d","2456","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/cap/d","2455","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2011","2011","kcal/cap/d","2453","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2012","2012","kcal/cap/d","2450","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2013","2013","kcal/cap/d","2446","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/cap/d","2443","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/cap/d","2441","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2016","2016","kcal/cap/d","2438","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2017","2017","kcal/cap/d","2435","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/cap/d","2434","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2019","2019","kcal/cap/d","2436","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/cap/d","2440","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/cap/d","2447","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2022","2022","kcal/cap/d","2453","E","Estimated value",""
"FS","Suite of Food Security Indicators","F351","China","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2023","2023","kcal/cap/d","2457","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","18.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","19.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","21.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","21.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","19.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","16.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","15.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","15.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","14.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","14.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","13.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","12.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","12.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","12.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","11.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","10.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","10.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","11.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","13.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","14","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","13.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2000","2000","kcal/cap/d","49","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2001","2001","kcal/cap/d","35","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2002","2002","kcal/cap/d","25","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2003","2003","kcal/cap/d","42","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2004","2004","kcal/cap/d","52","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2005","2005","kcal/cap/d","52","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2006","2006","kcal/cap/d","35","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2007","2007","kcal/cap/d","23","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2008","2008","kcal/cap/d","42","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2009","2009","kcal/cap/d","53","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2010","2010","kcal/cap/d","44","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2011","2011","kcal/cap/d","24","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2012","2012","kcal/cap/d","17","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2013","2013","kcal/cap/d","19","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2014","2014","kcal/cap/d","10","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2015","2015","kcal/cap/d","11","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2016","2016","kcal/cap/d","20","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2017","2017","kcal/cap/d","18","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","20","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2019","2019","kcal/cap/d","21","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2020","2020","kcal/cap/d","20","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/cap/d","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2022","2022","kcal/cap/d","15","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2023","2023","kcal/cap/d","11","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/cap/d","2216","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2001","2001","kcal/cap/d","2223","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2002","2002","kcal/cap/d","2230","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2003","2003","kcal/cap/d","2237","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2004","2004","kcal/cap/d","2244","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/cap/d","2251","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2006","2006","kcal/cap/d","2259","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2007","2007","kcal/cap/d","2264","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2008","2008","kcal/cap/d","2269","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2009","2009","kcal/cap/d","2274","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/cap/d","2279","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2011","2011","kcal/cap/d","2283","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2012","2012","kcal/cap/d","2288","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2013","2013","kcal/cap/d","2293","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/cap/d","2298","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/cap/d","2303","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2016","2016","kcal/cap/d","2307","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2017","2017","kcal/cap/d","2312","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/cap/d","2316","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2019","2019","kcal/cap/d","2320","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2020","2020","kcal/cap/d","2325","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/cap/d","2329","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2022","2022","kcal/cap/d","2333","E","Estimated value",""
"FS","Suite of Food Security Indicators","IND","India","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2023","2023","kcal/cap/d","2336","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","18.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","18.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","18","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","18.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","18.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","18.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","17.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","16.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","15.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","13.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","11.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","9.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","8.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","8","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","7.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","6.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","6","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","5.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","6.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","6.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","6.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","7.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2000","2000","kcal/cap/d","31","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2001","2001","kcal/cap/d","11","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2002","2002","kcal/cap/d","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2003","2003","kcal/cap/d","11","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2004","2004","kcal/cap/d","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2005","2005","kcal/cap/d","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2006","2006","kcal/cap/d","17","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2007","2007","kcal/cap/d","23","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2008","2008","kcal/cap/d","23","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2009","2009","kcal/cap/d","17","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2010","2010","kcal/cap/d","9","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2011","2011","kcal/cap/d","13","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2012","2012","kcal/cap/d","13","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2013","2013","kcal/cap/d","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2014","2014","kcal/cap/d","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2015","2015","kcal/cap/d","23","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2016","2016","kcal/cap/d","21","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2017","2017","kcal/cap/d","29","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","47","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2019","2019","kcal/cap/d","42","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2020","2020","kcal/cap/d","43","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/cap/d","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2022","2022","kcal/cap/d","35","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2023","2023","kcal/cap/d","28","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2000","2000","kcal/cap/d","2268","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2001","2001","kcal/cap/d","2271","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2002","2002","kcal/cap/d","2275","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2003","2003","kcal/cap/d","2278","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2004","2004","kcal/cap/d","2281","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2005","2005","kcal/cap/d","2284","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2006","2006","kcal/cap/d","2286","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2007","2007","kcal/cap/d","2288","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2008","2008","kcal/cap/d","2289","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2009","2009","kcal/cap/d","2291","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2010","2010","kcal/cap/d","2292","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2011","2011","kcal/cap/d","2294","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2012","2012","kcal/cap/d","2294","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2013","2013","kcal/cap/d","2295","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/cap/d","2297","E","Estimated value",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2015","2015","kcal/cap/d","2299","E","Estimated value",""
